"문제번호","과목코드","과목명","대단원번호","대단원명","중단원번호","중단원명","섹션번호","섹션명","키워드","유형","난이도","배점","문제내용","보기1","보기2","보기3","보기4","정답","해설"
"379","PHY","물리학","3","빛과 물질","2","물질의 이해","1","에너지 준위","","theory","ba","","러더퍼드(Rutherford) 원자 모형의 한계점으로 옳은 것만을 보기에서 모두 고른 것은? [보기] ㄱ. 원자핵의 존재를 발견하지 못했다. ㄴ. 가속하는 전하가 에너지를 잃고 원자핵으로 추락하는 문제를 해결하지 못했다. ㄷ. 선 스펙트럼의 불연속성을 설명하지 못했다.","ㄱ","ㄴ","ㄱ, ㄷ","ㄴ, ㄷ","4","러더퍼드는 원자핵을 발견했으나 원자의 안정성과 선 스펙트럼을 설명하지 못했습니다."
"380","PHY","물리학","3","빛과 물질","2","물질의 이해","1","에너지 준위","","theory","ba","","보어(Bohr)의 원자 모형에 대한 설명으로 옳은 것만을 보기에서 모두 고른 것은? [보기] ㄱ. 전자는 특정한 궤도에서만 원운동 한다. ㄴ. '에너지의 양자화'란 에너지가 불연속적인 값만을 가짐을 의미한다. ㄷ. 높은 궤도에서 낮은 궤도로 전이할 때 광자를 흡수한다.","ㄱ","ㄴ","ㄱ, ㄴ","ㄴ, ㄷ","3","높은 곳에서 낮은 곳으로 전이할 때는 에너지를 방출해야 합니다."
"381","PHY","물리학","3","빛과 물질","2","물질의 이해","1","에너지 준위","","theory","ba","","수소 원자의 전자가 n=2에서 n=1로 전이할 때 방출되는 광자의 에너지는?","E2 - E1","E1 - E2","E2 + E1","E1 / E2","1","방출되는 광자의 에너지는 전이 전후 두 에너지 준위의 차와 같습니다."
"382","PHY","물리학","3","빛과 물질","2","물질의 이해","1","에너지 준위","","theory","ba","","수소 원자 스펙트럼에서 발머(Balmer) 계열에 해당하는 전이는?","어느 궤도에서든 n=1로 전이","어느 궤도에서든 n=2로 전이","어느 궤도에서든 n=3로 전이","n=2에서 n=3으로 전이","2","발머 계열은 가시광선 영역으로 n=2인 궤도로 떨어질 때 나타납니다."
"383","PHY","물리학","3","빛과 물질","2","물질의 이해","1","에너지 준위","","theory","ba","","보어 모델 이후에 현대의 원자 모형으로 적절한 설명은?","전자는 일정한 궤도를 따라 원운동 한다.","전자가 발견될 확률을 계산하여 구름 형태로 나타낸다.","전자는 원자핵 내부에서 진동 운동을 한다.","원자 내 전자의 에너지는 연속적이다.","2","현대 모형은 전자의 위치를 확률로 나타내는 전자 구름 모형을 사용합니다."
"384","PHY","물리학","3","빛과 물질","2","물질의 이해","1","에너지 준위","","theory","ba","","저온의 기체를 통과한 백색광을 관찰할 때 나타나는 스펙트럼은?","연속 스펙트럼","방출 스펙트럼","흡수 스펙트럼","암흑 스펙트럼","3","저온 기체가 특정 파장을 흡수하여 연속 바탕에 검은 선이 나타납니다."
"385","PHY","물리학","3","빛과 물질","2","물질의 이해","1","에너지 준위","","theory","ba","","광자의 에너지 E와 진동수 f, 플랑크 상수 h의 관계식으로 옳은 것은?","E = h / f","E = f / h","E = hf","E = h + f","3","광자의 에너지는 진동수에 비례하며 E=hf로 나타냅니다."
"386","PHY","물리학","3","빛과 물질","2","물질의 이해","1","에너지 준위","","theory","ba","","보어 모형이 다전자 원자를 설명하지 못한 주된 이유는?","원자핵이 너무 무거워서","전자 사이의 전기적 상호작용을 고려하지 못해서","중력이 너무 강해서","전자가 너무 많아서","2","전자가 여러 개인 경우 전자 간의 반발력을 보어 식으로는 계산할 수 없습니다."
"387","PHY","물리학","3","빛과 물질","2","물질의 이해","1","에너지 준위","","theory","ba","","태양이나 백열등에서 관찰되는 스펙트럼의 종류는?","연속 스펙트럼","흡수 스펙트럼","선 스펙트럼","방전 스펙트럼","1","고온의 고체나 밀도가 높은 광원은 모든 파장의 빛을 냅니다."
"388","PHY","물리학","3","빛과 물질","2","물질의 이해","1","에너지 준위","","theory","ba","","기체 방전관에서 나오는 빛을 관찰할 때 검은 배경에 밝은 선으로 나타나는 것은?","연속 스펙트럼","흡수 스펙트럼","선 스펙트럼","백색 스펙트럼","3","특정 에너지 준위 차에 해당하는 파장만 방출되므로 선 형태로 나타납니다."
"389","PHY","물리학","3","빛과 물질","2","물질의 이해","1","에너지 준위","","theory","ba","","러더퍼드 원자 모형에서 전자가 원자핵 주위를 도는 원운동이 가능한 이유는?","핵과 전자 사이의 만유인력이 구심력 역할을 한다.","핵과 전자 사이의 전기력이 구심력 역할을 한다.","전자의 관성이 구심력 역할을 한다.","핵의 자기력이 구심력 역할을 한다.","2","양전하 핵과 음전하 전자 사이의 전기적 인력이 구심력을 제공합니다."
"390","PHY","물리학","3","빛과 물질","2","물질의 이해","1","에너지 준위","","theory","ba","","러더퍼드 모형에서 가속 운동하는 전자가 원자핵으로 추락한다고 예측되는 이유는?","전자가 질량을 잃기 때문에","가속 운동하는 전하는 전자기파를 방출하며 에너지를 잃기 때문에","핵의 인력이 점점 강해지기 때문에","전자의 속도가 점점 빨라지기 때문에","2","가속하는 전하는 전자기파를 방출하므로 에너지를 잃고 나선형으로 핵에 추락합니다."
"391","PHY","물리학","3","빛과 물질","2","물질의 이해","1","에너지 준위","","theory","ba","","보어 원자 모형에서 양자수 n에 대한 설명으로 옳은 것은?","n은 전자의 질량을 나타낸다.","n은 전자의 속도를 나타낸다.","n은 전자가 존재할 수 있는 궤도를 구분하는 정수이다.","n은 원자핵의 전하량을 나타낸다.","3","n=1, 2, 3 …의 정수 값으로 허용된 궤도(에너지 준위)를 구분합니다."
"392","PHY","물리학","3","빛과 물질","2","물질의 이해","1","에너지 준위","","theory","ba","","보어 모형에서 수소 원자의 바닥상태에 해당하는 양자수는?","n = 0","n = 1","n = 2","n = ∞","2","가장 안쪽 궤도이자 에너지가 가장 낮은 상태가 바닥상태(n=1)입니다."
"393","PHY","물리학","3","빛과 물질","2","물질의 이해","1","에너지 준위","","theory","ba","","수소 원자에서 전자가 낮은 에너지 준위에서 높은 에너지 준위로 전이할 때 일어나는 일은?","광자를 방출한다.","광자를 흡수한다.","에너지를 잃는다.","변화가 없다.","2","위로 올라갈 때는 두 준위의 에너지 차이만큼의 광자를 흡수해야 합니다."
"394","PHY","물리학","3","빛과 물질","2","물질의 이해","1","에너지 준위","","theory","ba","","수소 원자 스펙트럼에서 라이먼(Lyman) 계열에 해당하는 전이는?","어느 궤도에서든 n=1로 전이","어느 궤도에서든 n=2로 전이","어느 궤도에서든 n=3로 전이","n=1에서 n=2로 전이","1","라이먼 계열은 자외선 영역으로 n=1인 궤도로 떨어질 때 나타납니다."
"395","PHY","물리학","3","빛과 물질","2","물질의 이해","1","에너지 준위","","theory","ba","","수소 원자 스펙트럼에서 파셴(Paschen) 계열에 해당하는 전이는?","어느 궤도에서든 n=1로 전이","어느 궤도에서든 n=2로 전이","어느 궤도에서든 n=3로 전이","어느 궤도에서든 n=4로 전이","3","파셴 계열은 적외선 영역으로 n=3인 궤도로 떨어질 때 나타납니다."
"396","PHY","물리학","3","빛과 물질","2","물질의 이해","1","에너지 준위","","theory","ba","","보어 모형에서 전자가 n=3에서 n=2로 전이할 때 방출되는 광자의 진동수 f는? (E_n은 n번째 준위의 에너지, h는 플랑크 상수)","f = (E₃ - E₂) / h","f = (E₂ - E₃) / h","f = h(E₃ - E₂)","f = h / (E₃ - E₂)","1","E = hf 식에서 광자 에너지는 두 준위의 차이이므로 f = (E₃ - E₂) / h 입니다."
"397","PHY","물리학","3","빛과 물질","2","물질의 이해","1","에너지 준위","","theory","ba","","현대 원자 모형(전자 구름 모형)이 보어 모형과 가장 크게 다른 점은?","원자핵이 존재하지 않는다.","전자의 위치를 정확히 예측할 수 없고 발견 확률로 나타낸다.","전자의 에너지가 연속적이다.","전자가 원자핵 안에 존재한다.","2","현대 모형에서 전자는 정해진 궤도가 아닌 확률 분포(전자 구름)로 표현됩니다."
"398","PHY","물리학","3","빛과 물질","2","물질의 이해","1","에너지 준위","","theory","ba","","다음 중 흡수 스펙트럼이 관찰되는 상황으로 옳은 것은?","고온의 고체에서 나오는 빛을 그대로 분광기로 본다.","백색광이 저온의 기체를 통과한 뒤 분광기로 본다.","저온의 기체에서 나오는 빛을 분광기로 본다.","빛이 없는 상태를 분광기로 본다.","2","연속 스펙트럼 광원이 저온 기체를 지날 때 특정 파장이 흡수되어 검은 선이 나타납니다."
"399","PHY","물리학","3","빛과 물질","2","물질의 이해","2","에너지띠와 반도체","","theory","ba","","고체에서 에너지 준위가 미세하게 갈라져 '에너지띠'를 형성하는 원리는?","원자의 핵융합","인접한 원자들 간의 에너지 준위 겹침","전자의 질량 변화","고체의 온도 변화","2","원자들이 가까워지면 에너지 준위가 겹치지 않게 미세하게 갈라집니다."
"400","PHY","물리학","3","빛과 물질","2","물질의 이해","2","에너지띠와 반도체","","theory","ba","","0K에서 전자가 채워져 있는 에너지띠 중 가장 높은 띠의 명칭은?","전도띠","원자가 띠","띠 간격","허용된 띠","2","전자가 채워진 마지막 에너지띠를 원자가 띠라고 합니다."
"401","PHY","물리학","3","빛과 물질","2","물질의 이해","2","에너지띠와 반도체","","theory","ba","","원자가 띠 위에 있는 비어 있는 에너지띠의 명칭은?","금지띠","전도띠","원자가 띠","준위띠","2","전자가 에너지를 얻어 올라가면 자유롭게 이동할 수 있는 띠입니다."
"402","PHY","물리학","3","빛과 물질","2","물질의 이해","2","에너지띠와 반도체","","theory","ba","","부도체(절연체)의 전기 전도성이 매우 낮은 이유는?","전도띠에 전자가 너무 많아서","띠 간격(띠 틈)이 매우 넓어서","원자가 띠가 비어 있어서","전자가 원자핵과 결합하지 않아서","2","띠 간격이 넓어 전자가 전도띠로 올라가기 매우 어렵기 때문입니다."
"403","PHY","물리학","3","빛과 물질","2","물질의 이해","2","에너지띠와 반도체","","theory","ba","","도체(금속)의 에너지 구조상 특징은?","띠 간격이 매우 넓다.","원자가 띠와 전도띠가 겹쳐 있거나 매우 가깝다.","전도띠가 완전히 비어 있다.","원자가 띠에 전자가 없다.","2","띠 간격이 거의 없어 전자가 자유롭게 전도띠로 이동합니다."
"404","PHY","물리학","3","빛과 물질","2","물질의 이해","2","에너지띠와 반도체","","theory","ba","","반도체의 에너지띠 구조에 대한 설명으로 옳은 것은?","띠 간격이 없다.","부도체보다 띠 간격이 좁다.","도체보다 띠 간격이 좁다.","원자가 띠에 전자가 하나도 없다.","2","절연체보다는 좁은 띠 간격을 가져 조건에 따라 전류가 흐릅니다."
"405","PHY","물리학","3","빛과 물질","2","물질의 이해","2","에너지띠와 반도체","","theory","ba","","원자가 띠의 전자가 전도띠로 전이하면서 남기는 (+) 전하 성질의 빈자리는?","전자","양공","중성자","음이온","2","전자가 빠져나간 빈자리는 상대적으로 (+)를 띠며 양공이라 부릅니다."
"406","PHY","물리학","3","빛과 물질","2","물질의 이해","2","에너지띠와 반도체","","theory","ba","","반도체의 주요 재료인 실리콘(Si)의 최외각 전자 수는?","3개","4개","5개","6개","2","14족 원소인 실리콘은 최외각 전자가 4개입니다."
"407","PHY","물리학","3","빛과 물질","2","물질의 이해","2","에너지띠와 반도체","","theory","ba","","불순물이 추가된 반도체에 대한 설명으로 옳은 것은?","n형 반도체는 양공이 주요 나르개이다.","p형 반도체는 자유 전자가 주요 나르개이다.","n형은 전자, p형은 양공이 주요 전하 나르개이다.","도핑을 하면 전기 전도성이 나빠진다.","3","도핑을 통해 전자나 양공의 수를 늘려 전도성을 높입니다."
"408","PHY","물리학","3","빛과 물질","2","물질의 이해","2","에너지띠와 반도체","","theory","ba","","띠 간격이 큰 물질부터 순서대로 나열한 것은?","절연체-반도체-도체","도체-반도체-절연체","반도체-절연체-도체","절연체-도체-반도체","1","전도성이 나쁠수록 에너지 띠 간격이 넓습니다."
"409","PHY","물리학","3","빛과 물질","2","물질의 이해","2","에너지띠와 반도체","","theory","ba","","n형 반도체를 만들기 위해 도핑하는 원소(주개)의 최외각 전자 수는?","3개","4개","5개","6개","3","5족 원소를 넣으면 결합 후 전자 1개가 남아 전류에 기여합니다."
"410","PHY","물리학","3","빛과 물질","2","물질의 이해","2","에너지띠와 반도체","","theory","ba","","p형 반도체를 만들기 위해 도핑하는 원소(받개)의 최외각 전자 수는?","3개","4개","5개","6개","1","3족 원소를 넣으면 전자 1개가 부족하여 양공이 생깁니다."
"411","PHY","물리학","3","빛과 물질","2","물질의 이해","2","에너지띠와 반도체","","theory","ba","","n형 반도체에서 불순물에 의해 전도띠 바로 아래에 생성되는 준위는?","주개 준위","받개 준위","중간 준위","금지 준위","1","전자를 전도띠로 쉽게 보내주는(주는) 준위이므로 주개 준위입니다."
"412","PHY","물리학","3","빛과 물질","2","물질의 이해","2","에너지띠와 반도체","","theory","ba","","p형 반도체에서 불순물에 의해 원자가 띠 바로 위에 생성되는 준위는?","주개 준위","받개 준위","공핍 준위","이온 준위","2","원자가 띠의 전자를 쉽게 받아들여 양공을 만드는 받개 준위입니다."
"413","PHY","물리학","3","빛과 물질","2","물질의 이해","2","에너지띠와 반도체","","theory","ba","","pn 접합 다이오드에 순방향 전압을 거는 방법은?","p형에 (-), n형에 (+) 연결","p형에 (+), n형에 (-) 연결","양쪽 모두 (+) 연결","전지를 연결하지 않음","2","p(Positive)에 (+), n(Negative)에 (-)를 연결해야 순방향입니다."
"414","PHY","물리학","3","빛과 물질","2","물질의 이해","2","에너지띠와 반도체","","theory","ba","","pn 접합 다이오드에 역방향 전압을 걸었을 때 일어나는 현상은?","결핍층(공핍층)이 좁아진다.","결핍층(공핍층)이 두꺼워진다.","전류가 매우 잘 흐른다.","전자와 양공이 접합면으로 모인다.","2","전하 나르개들이 접합면에서 멀어져 결핍층이 넓어지고 전류가 차단됩니다."
"415","PHY","물리학","3","빛과 물질","2","물질의 이해","2","에너지띠와 반도체","","theory","ba","","다이오드의 정류 작용에 대한 설명으로 옳은 것은?","빛을 전기로 바꾼다.","교류를 직류로 바꾼다.","전압을 높여준다.","에너지를 저장한다.","2","한쪽 방향으로만 전류를 흐르게 하여 방향이 바뀌는 교류를 정류합니다."
"416","PHY","물리학","3","빛과 물질","2","물질의 이해","2","에너지띠와 반도체","","theory","ba","","발광 다이오드(LED)가 빛을 내는 원리로 옳은 것은?","전자가 원자가 띠에서 전도띠로 올라갈 때","전자가 전도띠에서 원자가 띠의 양공으로 떨어질 때","양공이 n형 영역으로 이동할 때","반도체가 열을 받아서","2","전자가 에너지를 잃으며 떨어질 때 띠 간격만큼의 빛을 방출합니다."
"417","PHY","물리학","3","빛과 물질","2","물질의 이해","2","에너지띠와 반도체","","theory","ba","","LED에서 나오는 빛의 색깔을 조절하는 방법은?","전지의 전압을 바꾼다.","반도체의 띠 간격 크기를 조절한다.","전류의 세기를 바꾼다.","다이오드의 크기를 바꾼다.","2","에너지 차이(띠 간격)가 빛의 진동수(색깔)를 결정합니다."
"418","PHY","물리학","3","빛과 물질","2","물질의 이해","2","에너지띠와 반도체","","theory","ba","","광다이오드(Photodiode)에 대한 설명으로 옳은 것은?","빛 에너지를 전기 에너지로 변환한다.","순방향으로 전기를 흘려 빛을 낸다.","정류 작용을 하지 못한다.","전류를 증폭시키는 장치이다.","1","빛을 받으면 전자와 양공이 생겨 전류가 흐르는 원리를 이용합니다."
"419","PHY","물리학","3","빛과 물질","2","물질의 이해","2","에너지띠와 반도체","","theory","ba","","LED와 광다이오드의 회로 연결 및 전류 방향에 대한 설명으로 옳은 것은?","LED는 역방향일 때 빛이 난다.","광다이오드는 순방향 전류만을 신호로 사용한다.","LED는 순방향일 때 작동하며 광다이오드는 주로 역방향 전류 흐름을 이용한다.","두 소자 모두 전류 방향에 상관없이 작동한다.","3","LED는 순방향 전압이 필수이며 광다이오드는 역방향 시 발생하는 전류 변화를 감지합니다."
"420","PHY","물리학","3","빛과 물질","2","물질의 이해","3","특수 상대성 이론","","theory","ba","","특수 상대성 이론의 두 가설 중 '광속 불변의 원리'에 대한 설명으로 옳은 것은?","빛의 속력은 광원의 속력에 따라 달라진다.","모든 관성계에서 진공 중 빛의 속력은 동일하다.","정지한 관찰자가 본 빛이 더 빠르다.","관찰자가 빛을 향해 달려가면 빛의 속력이 더 빠르게 측정된다.","2","광속 불변은 관찰자나 광원의 운동 상태와 무관하게 진공에서 빛의 속력 c가 일정함을 의미합니다."
"421","PHY","물리학","3","빛과 물질","2","물질의 이해","3","특수 상대성 이론","","theory","ba","","시속 30km로 달리는 킥보드 위에서 진행 방향으로 시속 100km의 야구공을 던졌다. 지면에 정지한 관찰자가 측정하는 야구공의 속력은? (고전역학 관점)","70 km/h","100 km/h","130 km/h","알 수 없다","3","일반 물체는 갈릴레이 속도 덧셈이 적용되어 30+100=130 km/h가 됩니다."
"422","PHY","물리학","3","빛과 물질","2","물질의 이해","3","특수 상대성 이론","","theory","ba","","0.5c의 속력으로 달리는 우주선에서 진행 방향으로 빛을 쏘았다. 지면 관찰자가 측정하는 빛의 속력은?","0.5c","c","1.5c","2c","2","광속 불변에 의해 어떤 관성계에서 측정해도 빛의 속력은 항상 c입니다."
"423","PHY","물리학","3","빛과 물질","2","물질의 이해","3","특수 상대성 이론","","theory","ba","","특수 상대성 이론의 '상대성 원리'에 대한 설명으로 옳은 것은?","정지한 관성계에서만 물리 법칙이 성립한다.","모든 관성계에서 물리 법칙은 동일하게 성립한다.","관찰자에 따라 물리 법칙이 다르다.","빛의 속력만이 모든 관성계에서 같다.","2","상대성 원리는 모든 관성 좌표계에서 동일한 물리 법칙이 적용된다는 가설입니다."
"424","PHY","물리학","3","빛과 물질","2","물질의 이해","3","특수 상대성 이론","","theory","ba","","다음 중 '관성계'에 해당하는 것은?","가속하는 자동차 안","회전하는 회전목마 위","등속도로 직선 운동하는 우주선 안","자유낙하 직전 멈춰 있던 엘리베이터가 떨어지기 시작하는 순간","3","관성계는 가속하지 않는 좌표계, 즉 정지 또는 등속 직선 운동하는 좌표계입니다."
"425","PHY","물리학","3","빛과 물질","2","물질의 이해","3","특수 상대성 이론","","theory","ba","","'고유시간(proper time)'의 정의로 옳은 것은?","가장 길게 측정되는 시간","한 관성계에서 같은 위치에서 일어난 두 사건 사이의 시간","빛이 한 점에서 다른 점까지 이동하는 시간","모든 관찰자가 측정하는 평균 시간","2","고유시간은 동일 관성계에서 같은 장소에서 발생한 두 사건의 시간 간격입니다."
"426","PHY","물리학","3","빛과 물질","2","물질의 이해","3","특수 상대성 이론","","theory","ba","","시간 지연 현상에 대한 설명으로 옳은 것은?","운동하는 관성계의 시계가 정지한 관성계보다 빠르게 간다.","운동하는 관성계의 시계가 정지한 관성계에서 보았을 때 느리게 간다.","모든 관성계의 시간은 똑같이 흐른다.","빛의 속력보다 빠르게 움직여야만 시간이 느려진다.","2","외부 관찰자는 빠르게 움직이는 관성계의 시계가 자신의 시계보다 느리게 가는 것으로 측정합니다."
"427","PHY","물리학","3","빛과 물질","2","물질의 이해","3","특수 상대성 이론","","theory","ba","","우주선 안에 정지한 광원에서 빛이 출발하여 거울에 반사된 후 광원으로 돌아왔다. 이 두 사건(출발-도착) 사이의 시간을 고유시간으로 측정하는 사람은?","우주선 안의 사람","외부의 정지한 관찰자","두 사람이 같은 시간을 측정한다","누구도 고유시간을 측정할 수 없다","1","두 사건이 같은 위치(광원 자리)에서 일어났으므로, 그 위치와 함께 움직이는 우주선 안 관찰자가 고유시간을 측정합니다."
"428","PHY","물리학","3","빛과 물질","2","물질의 이해","3","특수 상대성 이론","","theory","ba","","'고유길이(proper length)'의 정의로 옳은 것은?","모든 관찰자가 측정하는 평균 길이","물체에 대해 정지한 관성계에서 측정한 길이","가장 짧게 측정되는 길이","빛이 물체의 한 끝에서 다른 끝까지 이동하는 거리","2","고유길이는 측정 대상 물체에 대해 정지해 있는 관찰자가 측정한 길이입니다."
"429","PHY","물리학","3","빛과 물질","2","물질의 이해","3","특수 상대성 이론","","theory","ba","","길이 수축 현상에 대한 설명으로 옳은 것은?","운동하는 물체는 운동 방향으로 길이가 늘어난다.","운동하는 물체는 운동 방향으로 길이가 줄어든 것으로 측정된다.","운동하는 물체는 운동 방향과 수직 방향으로 길이가 줄어든다.","길이는 관찰자에 관계없이 일정하다.","2","외부 관찰자는 운동 방향에 평행한 방향에서 물체의 길이가 줄어든 것으로 측정합니다."
"430","PHY","물리학","3","빛과 물질","2","물질의 이해","3","특수 상대성 이론","","theory","ba","","길이 수축은 어느 방향으로 일어나는가?","운동 방향에 수직한 방향","운동 방향에 평행한 방향","모든 방향","임의의 방향","2","길이 수축은 상대 운동 방향과 같은 방향(평행 성분)에서만 발생합니다."
"431","PHY","물리학","3","빛과 물질","2","물질의 이해","3","특수 상대성 이론","","theory","ba","","행성 P에서 행성 Q까지 우주선이 0.6c로 등속 운동한다. 두 행성 사이의 거리를 고유길이로 측정하는 사람은?","우주선 안의 우주인","행성에 정지한 관찰자","두 사람이 같은 길이를 측정한다","빛 자신","2","두 행성에 대해 정지해 있는 관찰자가 두 행성 사이의 거리에 대한 고유길이를 측정합니다."
"432","PHY","물리학","3","빛과 물질","2","물질의 이해","3","특수 상대성 이론","","theory","ba","","정지 상태일 때 길이가 100m인 우주선이 0.8c로 날아간다. 외부의 정지한 관찰자가 측정하는 우주선의 길이는 100m와 비교해 어떠한가?","100m보다 길다","100m와 같다","100m보다 짧다","측정할 수 없다","3","외부 관찰자에게는 운동 방향으로 길이 수축이 일어나 100m보다 짧게 측정됩니다."
"433","PHY","물리학","3","빛과 물질","2","물질의 이해","3","특수 상대성 이론","","theory","ba","","우주선 안에 탄 사람이 자신이 탄 우주선의 길이를 측정하면, 우주선 정지 시의 길이와 비교해 어떠한가?","더 길다","같다","더 짧다","측정 불가능하다","2","우주선 안 사람은 우주선과 함께 움직이므로 자신에 대해 우주선이 정지해 있어 고유길이를 측정합니다."
"434","PHY","물리학","3","빛과 물질","2","물질의 이해","3","특수 상대성 이론","","theory","ba","","우주선이 0.6c로 등속 운동한다. 우주선 안 광원에서 천장 거울로 빛이 갔다가 다시 광원으로 돌아오는 두 사건에 대해 옳은 것은?","외부 관찰자가 측정한 시간이 고유시간이다.","우주선 안 관찰자가 측정한 시간이 고유시간이다.","두 사람이 측정한 시간은 항상 같다.","외부 관찰자가 측정한 시간이 더 짧다.","2","출발과 도착이 우주선 안 같은 위치에서 일어났으므로, 같이 움직이는 우주선 내부 관찰자가 고유시간을 측정합니다."
"435","PHY","물리학","3","빛과 물질","2","물질의 이해","3","특수 상대성 이론","","theory","ba","","행성 P에서 행성 Q까지 우주선이 등속 운동한다. 우주선이 P를 출발하는 사건과 Q에 도착하는 사건에 대해 고유시간을 측정하는 사람은?","우주선 안의 우주인","두 행성에 정지한 관찰자","빛 자신","두 사람 모두 고유시간을 측정한다","1","출발과 도착 사건이 우주선 안 같은 위치(우주선)에서 일어나므로 우주선과 함께 움직이는 우주인이 고유시간을 측정합니다."
"436","PHY","물리학","3","빛과 물질","2","물질의 이해","3","특수 상대성 이론","","theory","ba","","우주선 안에서 광원에서 출발한 빛이 우주선 앞쪽 검출기에 도달했다. 이 두 사건의 고유시간을 측정하는 사람은?","우주선 안의 사람","외부의 정지한 관찰자","둘 다 측정 가능","둘 다 측정 불가능","4","두 사건이 우주선 안에서도 서로 다른 위치(광원과 검출기)에서 일어나므로, 어떤 관성계의 단일 시계로도 같은 위치에서 측정할 수 없어 고유시간이 정의되지 않습니다."
"437","PHY","물리학","3","빛과 물질","2","물질의 이해","3","특수 상대성 이론","","theory","ba","","우주선이 +x 방향으로 0.8c의 빠른 속력으로 날아간다. 외부의 정지한 관찰자가 우주선의 가로(운동 방향, x축)와 세로(운동 방향에 수직, y축) 길이를 측정할 때 옳은 설명은?","가로와 세로 모두 짧아진 것으로 측정된다.","가로(운동 방향)는 짧아지지만, 세로(수직 방향)는 변하지 않는다.","세로는 짧아지지만 가로는 변하지 않는다.","가로와 세로 모두 변하지 않는다.","2","길이 수축은 상대 운동 방향에 평행한 성분에서만 일어나며, 운동 방향에 수직한 길이는 변하지 않습니다."
"438","PHY","물리학","3","빛과 물질","2","물질의 이해","3","특수 상대성 이론","","theory","ba","","우주선 A와 우주선 B가 서로에 대해 0.6c의 빠른 속력으로 등속 운동하고 있다. 각자 자신의 우주선 안에 동일한 시계를 가지고 있다. 이때 옳은 설명은?","A에서 본 B의 시계만 느리게 가고, B에서 본 A의 시계는 정상이다.","B에서 본 A의 시계만 느리게 가고, A에서 본 B의 시계는 정상이다.","A와 B 모두 상대방의 시계가 자신의 시계보다 느리게 가는 것으로 측정한다.","두 우주선의 시계는 서로 같은 빠르기로 측정된다.","3","시간 지연은 상호적입니다. 모든 관성계는 동등하므로, 각 관찰자는 자신에 대해 운동하는 상대방의 시계가 느리게 가는 것으로 측정합니다."
"439","PHY","물리학","3","빛과 물질","2","물질의 이해","3","특수 상대성 이론","","theory","ba","","우주선 안 우주인은 행성 P에서 Q까지 거리가 60광년이라고 측정했고, 행성에 정지한 관찰자는 100광년이라고 측정했다. 이 상황에 대한 설명으로 옳은 것은?","우주인이 측정한 60광년이 고유길이다.","행성 관찰자가 측정한 100광년이 고유길이이며, 우주인은 길이 수축으로 더 짧게 측정한다.","두 측정값 모두 고유길이다.","우주인의 측정이 잘못된 것이다.","2","두 행성에 대해 정지한 관찰자가 측정한 거리가 고유길이이며, 두 행성에 대해 운동하는 우주인은 길이 수축으로 더 짧게 측정합니다."
"440","PHY","물리학","1","힘과 에너지","1","힘과 운동","1","평형과 안정성","","theory","ba","","물리에서 '힘'의 정의로 옳은 것은?","물체의 색깔이나 크기를 변화시키는 원인이다.","물체의 운동 상태나 모양을 변화시키는 원인이다.","물체의 온도를 변화시키는 원인이다.","물체의 위치를 정지시키는 원인이다.","2","힘은 물체의 운동 상태(속력·방향)나 모양을 변화시키는 원인입니다."
"441","PHY","물리학","1","힘과 에너지","1","힘과 운동","1","평형과 안정성","","theory","ba","","힘의 SI 단위로 옳은 것은?","kg","m/s","N (뉴턴)","J (줄)","3","힘의 단위는 N(뉴턴)입니다. 1 N = 1 kg·m/s²."
"442","PHY","물리학","1","힘과 에너지","1","힘과 운동","1","평형과 안정성","","theory","ba","","1 N의 의미로 옳은 것은?","1 kg의 물체를 1 m 이동시키는 힘의 크기이다.","1 kg의 물체를 1초 동안 정지시키는 힘의 크기이다.","1 g의 물체를 1 m/s²으로 가속시키는 힘의 크기이다.","1 kg의 물체를 1 m/s²의 가속도로 가속시키는 힘의 크기이다.","4","1 N = 질량 1 kg인 물체를 1 m/s²의 가속도로 가속시키는 힘의 크기입니다. (F = ma에서 1 N = 1 kg × 1 m/s²)"
"443","PHY","물리학","1","힘과 에너지","1","힘과 운동","1","평형과 안정성","","theory","ba","","'알짜힘(합력)'의 정의로 옳은 것은?","물체에 가장 마지막에 작용한 힘","물체에 작용하는 힘 중 가장 큰 힘 하나","물체에 작용하는 힘 중 가장 작은 힘 하나","한 물체에 여러 힘이 동시에 작용할 때 이 힘들과 같은 효과를 내는 하나의 힘","4","알짜힘(합력)은 물체에 작용하는 모든 힘들을 하나로 합친 것과 같은 효과를 내는 힘입니다."
"444","PHY","물리학","1","힘과 에너지","1","힘과 운동","1","평형과 안정성","","theory","ba","","한 물체에 같은 방향으로 3 N과 4 N인 두 힘이 나란히 작용할 때, 알짜힘의 크기는?","7 N","1 N","5 N","12 N","1","같은 방향의 두 힘은 크기를 더합니다. 3 + 4 = 7 N."
"445","PHY","물리학","1","힘과 에너지","1","힘과 운동","1","평형과 안정성","","theory","ad","","한 물체에 반대 방향으로 3 N과 5 N인 두 힘이 나란히 작용할 때, 알짜힘의 크기와 방향은?","8 N, 3 N의 방향","2 N, 5 N의 방향","2 N, 3 N의 방향","8 N, 5 N의 방향","2","반대 방향의 두 힘은 크기를 뺍니다. |5 − 3| = 2 N, 그리고 방향은 큰 힘(5 N)의 방향입니다."
